"str_cfgweapons_colt19110","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911","Colt 1911",
"str_cfgweapons_sawedoffizh43shotgun0","Sawed-off IZh-43","Sawed-off IZh-43","Upilovaná IZh-43","Kurzes IZh-43","Обрез БК-43","Skrócona IZh-43","Sawed-off IZh-43","IZh-43 c. mozze","IZh-43 recortada","IZh-43 canon scié","短管式 IZh-43","ソードオフ IZh-43","IZh-43 serrada","截短型IZh-43",
"str_cfgweapons_saiga12kshotgun0","Saiga 12","Saiga 12","Saiga 12","Saiga 12","Cайга 12","Saiga 12","Saiga 12","Saiga 12","Saiga 12","Saiga 12","Saiga 12","ヴァイガ","Saiga 12","Saiga 12",
"str_cfgweapons_mp133shotgun0","MP-133","MP-133","MP-133","MP-133","БК-133","MP-133","MP-133","MP-133","MP-133","MP-133","MP-133","MP-133","MP-133","MP-133",
"str_cfgweapons_izh43shotgun0","IZh-43","IZh-43","IZh-43","IZh-43","БК-43","IZh-43","IZh-43","IZh-43","IZh-43","IZh-43","IZh-43","IZh-43","IZh-43","IZh-43",
"STR_cfgWeapons_Izh18Shotgun0","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100","Remington Spartan 100",
"STR_cfgWeapons_SawedoffIzh18Shotgun0","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100","Sawed-off Remington Spartan 100",
"STR_CfgMagazines_Mag_AUG_30Rnd0","30rd AUG Mag","30rd AUG Mag","Zásobník AUG, 30 ran","30-Schuss-AUG-Magazin","Магазин AUG, 30 пат.","Magazynek AUG, 30-n.","30rd AUG Mag","Caricatore AUG 30 clp","Cargador AUG, 30 p.","Chargeur 30 balles AUG","30 發 AUG 彈匣","30rd AUG マガジン","Carregador 30 mun. AUG","30 发 AUG 弹匣",
"STR_CfgMagazines_Mag_AUG_30Rnd1","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Odnímatelný schránkový zásobník na útočné pušky AUG. Pojme až 30 nábojů ráže 5,56x45 mm.","Abnehmbares Kastenmagazin für das AUG-Sturmgewehr. Fasst bis zu 30 Schuss 5,56x45mm-Munition.","Съемный коробчатый магазин для автоматов AUG. Вмещает до 30 патронов калибра 5,56x45 мм.","Zewnętrzny magazynek pudełkowy do karabinu szturmowego AUG. Mieści 30 naboi 5,56x45 mm.","Detachable box magazine for AUG assault rifles. Holds up to 30 rounds of 5.56x45mm.","Caricatore estraibile per fucili d’assalto AUG. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Un cargador desmontable para fusiles de asalto AUG. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur amovible pour fusil d'assaut AUG. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","可拆卸式盒裝彈匣，適用於 AUG 突擊步槍。最多能裝 30 發 5.56x45mm 彈藥。","AUG アサルトライフルのための着脱式箱弾倉。5.56x45mm を最大 30 発装填できる。","Carregador tipo caixa destacável para fuzis de assalto AUG. Armazena até 30 munições calibre 5.56x45mm.","AUG 突击步枪的可拆卸盒式弹匣。可容纳最多 30 发 5.56x45 毫米子弹。",
"str_cfgmagazines_mag_vss_10rnd1","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Odnímatelný schránkový zásobník na pušky VSS a AS Val. Pojme až 10 nábojů ráže 9x39 mm.","Abnehmbares Kastenmagazin für VSS- und AS Val-Gewehre. Fasst bis zu 10 Schuss 9x39mm-Munition.","Съемный коробчатый магазин для снайперских винтовок ВСС и СВАЛ. Вмещает до 10 патронов калибра 9x39 мм.","Zewnętrzny magazynek pudełkowy do karabinów VSS i AS Val. Mieści 10 naboi 9x39 mm.","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Caricatore estraibile per fucili VSS e AS Val. Contiene fino a 10 munizioni calibro 9x39 mm.","Un cargador desmontable para los fusiles VSS y AS Val. Contiene hasta 10 proyectiles de 9x39 mm.","Un chargeur amovible pour fusils de précision VSS et AS Val. Contient jusqu'à 10 balles de calibre 9x39 mm.","可拆卸式盒裝彈匣，適用 VSS 和 AS Val 步槍。最多能裝 10 發 9x39mm 子彈。","VSS/AS Val ライフルのための取り外し可能な箱弾倉。9x39mm を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzis AS Val e VSS. Armazena até 10 munições calibre 9x39mm.","VSS 和 AS Val 步枪的可拆卸盒式弹匣。可容纳最多 10 发 9x39 毫米子弹。",
"str_cfgmagazines_mag_vss_10rnd0","10rd VSS Mag","10rd VSS Mag","Zásobník VSS, 10 ran","10-Schuss-VSS-Magazin","Магазин ВСС, 10 пат.","Magazynek VSS, 10-n.","10rd VSS Mag","Caricatore VSS 10 clp","Cargador VSS, 10 p.","Chargeur 10 balles VSS","10 發 VSS 彈匣","10rd VSS マガジン","Carregador 10 mun. VSS","10 发 VSS 弹匣",
"str_cfgmagazines_mag_ump_25rnd1","Detachable box magazine for UMP45 submachine gun. Holds up to 25 rounds of .45 ACP.","Detachable box magazine for UMP45 submachine gun. Holds up to 25 rounds of .45 ACP.","Odnímatelný schránkový zásobník na samopal UMP45. Pojme až 25 nábojů ráže .45 ACP.","Abnehmbares Kastenmagazin für die UMP45-Maschinenpistole. Fasst bis zu 25 Schuss .45 ACP-Munition.","Съемный коробчатый магазин для пистолета-пулемета UMP45. Вмещает до 25 патронов калибра .45 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu maszynowego UMP45. Mieści 25 naboi .45 ACP.","Detachable box magazine for UMP45 submachine gun. Holds up to 25 rounds of .45 ACP.","Caricatore estraibile per mitra UMP45. Contiene fino a 25 munizioni calibro .45 ACP.","Un cargador desmontable para la metralleta UMP45. Contiene hasta 25 proyectiles de .45 ACP.","Un chargeur amovible pour pistolet mitrailleur UMP45. Contient jusqu'à 25 balles de calibre .45 ACP.","可拆卸式盒裝彈匣，適用 UMP45 機關槍。最多能裝 25 發 .45 ACP 子彈。","UMP45 短機関銃のための取り外し可能な箱弾倉。.45 ACP を最大 25 発装填できる。","Carregador tipo caixa destacável para metralhadora UMP45. Armazena até 25 munições calibre .45 ACP.","UMP45 冲锋枪的可拆卸弹匣。可容纳最多 25 发 .45 ACP 子弹。",
"str_cfgmagazines_mag_ump_25rnd0","25rd UMP45 Mag","25rd UMP45 Mag","Zásobník UMP45, 25 ran","25-Schuss-UMP45-Magazin","Магазин UMP45, 25 пат.","Magazynek UMP45, 25-n.","25rd UMP45 Mag","Caricatore UMP45 25 clp","Cargador UMP45, 25 p.","Chargeur 25 balles UMP45","25 發 UMP45 彈匣","25rd UMP45 マガジン","Carregador 25 mun. UMP45","25 发 UMP45 弹匣",
"str_cfgmagazines_mag_svd_10rnd1","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Odnímatelný schránkový zásobník na ostrostřeleckou pušku SVD. Pojme až 10 nábojů ráže 7,62x54 mmR.","Abnehmbares Kastenmagazin für das SVD-Scharfschützengewehr. Fasst bis zu 10 Schuss 7,62x54mmR-Munition.","Съемный коробчатый магазин для снайперской винтовки ВСД. Вмещает до 10 патронов калибра 7,62x54 мм R.","Zewnętrzny magazynek pudełkowy do karabinu precyzyjnego SVD. Mieści 10 naboi 7,62x54 mmR.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Caricatore estraibile per fucile da tiratore scelto SVD. Contiene fino a 10 munizioni calibro 7.62x54 mm R.","Un cargador desmontable para el fusil de tirador SVD. Contiene hasta 10 proyectiles de 7,62x54 mmR.","Un chargeur amovible pour fusil de précision SVD. Contient jusqu'à 10 balles de calibre 7,62x54 mm R.","可拆卸式盒裝彈匣，適用 SVD 特等射手步槍。最多能裝 10 發 7.62x54mmR 子彈。","SVD マークスマンライフルのための取り外し可能な箱弾倉。7.62x54mmR を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzil de franco-atirador SVD. Armazena até 10 munições calibre 7.62x54mmR.","SVD 精确射击步枪的可拆卸弹匣。可容纳最多 10 发 7.62x54mmR 子弹。",
"str_cfgmagazines_mag_svd_10rnd0","10rd SVD Mag","10rd SVD Mag","Zásobník SVD, 10 ran","10-Schuss-SVD-Magazin","Магазин ВСД, 10 пат.","Magazynek SVD, 10-n.","10rd SVD Mag","Caricatore SVD 10 clp","Cargador SVD, 10 p.","Chargeur 10 balles SVD","10 發 SVD 彈匣","10rd SVD マガジン","Carregador 10 mun. SVD","10 发 SVD 弹匣",
"str_cfgmagazines_mag_stanagcoupled_30rnd1","Coupled standardized magazine for compliant assault rifles used by alliance forces. Holds up to 60 rounds of 5.56x45mm.","Coupled standardized magazine for compliant assault rifles used by alliance forces. Holds up to 60 rounds of 5.56x45mm.","Dvojitý standardizovaný zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 60 nábojů ráže 5,56x45 mm.","Kombiniertes, standardisiertes Magazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 60 Schuss 5,56x45mm-Munition.","Стандартный сдвоенный магазин автоматов, состоящих на вооружении сил альянса. Вмещает до 60 патронов калибра 5,56x45 мм.","Podwójny uniwersalny magazynek do karabinów szturmowych używanych przez siły przymierza. Mieści 60 naboi 5,56x45 mm.","Coupled standardized magazine for compliant assault rifles used by alliance forces. Holds up to 60 rounds of 5.56x45mm.","Caricatore standardizzato accoppiato per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 60 munizioni calibro 5.56x45 mm.","Un cargador estándar doble para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 60 proyectiles de 5,56x45 mm.","Un chargeur double standardisé pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 60 balles de calibre 5,56x45 mm.","標準雙排彈匣，適用於盟軍的某些突擊步槍。最多能裝 60 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための標準化された連動マガジン。5.56x45mm を最大 60 発装填できる。","Carregador padrão duplo para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 60 munições calibre 5.56x45mm.","联盟部队使用的兼容式突击步枪的标准化双联弹匣。最多可容纳60发5.56x45毫米子弹。",
"str_cfgmagazines_mag_stanagcoupled_30rnd0","30rd Coupled STANAG,"30rd Coupled STANAG,"Standardní zásobník, 30 ran pár","30-Schuss-Std.-Kombomagazin","Стнд. сдв. магазин, 30 пат.","Magazynek (uniw., podw.), 30-n.","30rd Coupled STANAG,"Caricatore stand. acc. 30 clp","Cargador tipo doble, 30 p.","Chargeur 2x30 balles standard","30 發 雙排標準彈匣","30rd 標準連動マガジン","Carregador 30 mun. padrão duplo","30 发 标准双联弹匣",
"str_cfgmagazines_mag_stanag_30rnd1","Standardized magazine for compliant assault rifles used by alliance forces. Holds up to 30 rounds of 5.56x45mm.","Standardized magazine for compliant assault rifles used by alliance forces. Holds up to 30 rounds of 5.56x45mm.","Standardizovaný zásobník do odpovídajících útočných pušek aliančních sil. Pojme až 30 nábojů ráže 5,56x45 mm.","Standardisiertes Magazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 30 Schuss 5,56x45mm-Munition.","Стандартный магазин автоматов, состоящих на вооружении сил альянса. Вмещает до 30 патронов калибра 5,56x45 мм.","Uniwersalny magazynek do karabinów szturmowych używanych przez siły przymierza. Mieści 30 naboi 5,56x45 mm.","Standardized magazine for compliant assault rifles used by alliance forces. Holds up to 30 rounds of 5.56x45mm.","Caricatore standardizzato per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Cargador estándar para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur standardisé pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","標準彈匣，適用於盟軍的某些突擊步槍。最多能裝 30 發 5.56x45mm 子彈。","同盟軍によって使用される、規約に準拠したアサルトライフルのための標準化されたマガジン。5.56x45mm を最大 30 発装填できる。","Carregador padrão para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 30 munições calibre 5.56x45mm.","联盟部队使用的兼容式突击步枪的标准化弹匣。可容纳最多 30 发 5.56x45mm 子弹。",
"str_cfgmagazines_mag_stanag_30rnd0","30rd STANAG,"30rd STANAG,"Standardní zásobník, 30 ran","30-Schuss-Std.-Magazin","Станд. магазин, 30 пат.","Magazynek (uniw.), 30-n.","30rd STANAG,"Caricatore stand. 30 clp","Cargador tipo, 30 p.","Chargeur 30 balles standard","30 發 標準彈匣","30rd 標準マガジン","Carregador 30 mun. padrão","30 发 标准弹匣",
"str_cfgmagazines_mag_scout_5rnd1","Detachable box magazine for the Scout rifle. Holds up to 5 rounds of 5.56x45mm.","Detachable box magazine for the Scout rifle. Holds up to 5 rounds of 5.56x45mm.","Odnímatelný schránkový zásobník na pušku Scout. Pojme až 5 nábojů ráže 5,56x45 mm.","Abnehmbares Kastenmagazin für das Scout-Gewehr. Fasst bis zu 5 Schuss 5.56x45mm-Munition.","Съемный коробчатый магазин для винтовки Scout. Вмещает до 5 патронов калибра 5,56 x 45 мм.","Zewnętrzny magazynek pudełkowy do karabinu Scout. Mieści 5 naboi 5,56x45 mm.","Detachable box magazine for the Scout rifle. Holds up to 5 rounds of 5.56x45mm.","Caricatore estraibile per fucile Scout. Contiene fino a 5 munizioni calibro 5,56x45 mm.","Un cargador desmontable para el fusil Scout. Contiene hasta 5 proyectiles de 5,56x45 mm.","Un chargeur amovible pour fusil Scout. Contient jusqu'à 5 balles de calibre 5,56x45 mm.","可拆卸式盒裝彈匣，適用於 Scout 步槍。最多能裝 5 發 5.56x45mm 子彈。","Scout ライフルのための取り外し可能な箱弾倉。5.56x45mm を最大 5 発装填できる。","Carregador tipo caixa destacável para fuzil de assalto Scout. Armazena até 5 munições calibre 5.56x45mm.","Scout 步枪的可拆卸盒式弹匣；最多可容纳 5 发 5.56x45 毫米子弹。",
"str_cfgmagazines_mag_scout_5rnd0","5rd Scout Mag","5rd Scout Mag","Zásobník Scout, 5 ran","5-Schuss-Scout-Magazin","Магазин Scout на 5 пат.","Magazynek Scout, 5-n.","5rd Scout Mag","Caricatore Scout 5 clp","Cargador Scout, 5 p.","Chargeur 5 balles Scout","5 發 Scout 彈匣","5rd Scout マガジン","Carregador 5 mun. Scout","5 发 Scout 弹匣",
"str_cfgmagazines_mag_saiga_drum20rnd1","Detachable drum magazine for Saiga 12 shotgun. Holds up to 20 shells.","Detachable drum magazine for Saiga 12 shotgun. Holds up to 20 shells.","Odnímatelný bubnový zásobník na brokovnici Saiga 12. Pojme až 20 broků.","Abnehmbares Trommelmagazin für die Saiga 12-Schrotflinte. Fasst bis zu 20 Patronen.","Съемный барабанный магазин для дробовика Вайга. Вмещает до 20 патронов.","Zewnętrzny magazynek bębnowy do strzelby Saiga 12. Mieści 20 naboi.","Detachable drum magazine for Saiga 12 shotgun. Holds up to 20 shells.","Caricatore a tamburo estraibile per fucile a canna liscia Saiga 12. Contiene fino a 20 munizioni.","Un cargador de tambor desmontable para la escopeta Saiga 12. Contiene hasta 20 cartuchos.","Un chargeur amovible à tambour pour fusil tactique Saiga 12. Contient jusqu'à 20 cartouches.","可拆卸式彈盤，適用於 Saiga 12 霰彈槍。最多能裝 20 發霰彈。","ヴァイガの散弾銃のための取り外し可能なドラムマガジン。最大 20 発装填できる。","Carregador tipo tambor destacável para espingarda Saiga 12. Armazena até 20 estojos.","Saiga 12霰弹枪的可拆卸弹鼓。可容纳最多20发子弹。",
"str_cfgmagazines_mag_saiga_drum20rnd0","20rd Drum Saiga 12 Mag","20rd Drum Saiga 12 Mag","Bubnový zásobník Saiga 12, 20 ran","20-Schuss-Saiga 12-Tr.-Magazin","Брб. магазин Вайга, 20 пат.","Magazynek (bębn.) Saiga 12, 20-n.","20rd Drum Saiga 12 Mag","Caricatore tamb. Saiga 12 20 clp","Cargador tambor Saiga 12, 20 p.","Tambour 20 cartouches Saiga 12","20 發 Saiga 12 彈鼓","20rd ドラムのヴァイガマガジン","Carregador 20 mun. tambor Saiga 12","20 发 Saiga 12 弹鼓",
"str_cfgmagazines_mag_saiga_8rnd1","Detachable box magazine for Saiga 12 shotgun. Holds up to 8 shells.","Detachable box magazine for Saiga 12 shotgun. Holds up to 8 shells.","Odnímatelný schránkový zásobník na brokovnici Saiga 12. Pojme až 8 broků.","Abnehmbares Kastenmagazin für die Saiga 12-Schrotflinte. Fasst bis zu 8 Patronen.","Съемный коробчатый магазин для дробовика Вайга. Вмещает до 8 патронов.","Zewnętrzny magazynek pudełkowy do strzelby Saiga 12. Mieści 8 naboi.","Detachable box magazine for Saiga 12 shotgun. Holds up to 8 shells.","Caricatore estraibile per fucile a canna liscia Saiga 12. Contiene fino a 8 munizioni.","Un cargador desmontable para la escopeta Saiga 12. Contiene hasta 8 cartuchos.","Un chargeur amovible pour fusil tactique Saiga 12. Contient jusqu'à 8 cartouches.","可拆卸式盒裝彈匣，適用於 Saiga 12 霰彈槍。最多能裝 8 發霰彈。","ヴァイガの散弾銃のための取り外し可能な箱弾倉。最大 8 発装填できる。","Carregador tipo caixa destacável para espingarda Saiga 12. Armazena até 8 estojos.","Saiga 12霰弹枪的可拆卸盒式弹匣。可容纳最多8发子弹。",
"str_cfgmagazines_mag_saiga_8rnd0","8rd Saiga 12 Mag","8rd Saiga 12 Mag","Zásobník Saiga 12, 8 ran","8-Schuss-Saiga 12-Magazin","Магазин Вайга, 8 пат.","Magazynek Saiga 12, 8-n.","8rd Saiga 12 Mag","Caricatore Saiga 12 8 clp","Cargador Saiga 12, 8 p.","Chargeur 8 cartouches Saiga 12","8 發 Saiga 12 彈匣","8rd ヴァイガマガジン","Carregador 8 mun. Saiga 12","8 发 Saiga 12 弹匣",
"str_cfgmagazines_mag_saiga_5rnd1","Detachable box magazine for Saiga 12 shotgun. Holds up to 5 shells.","Detachable box magazine for Saiga 12 shotgun. Holds up to 5 shells.","Odnímatelný schránkový zásobník na brokovnici Saiga 12. Pojme až 5 broků.","Abnehmbares Kastenmagazin für die Saiga 12-Schrotflinte. Fasst bis zu 5 Patronen.","Съемный коробчатый магазин для дробовика Вайга. Вмещает до 5 пат.","Zewnętrzny magazynek pudełkowy do strzelby Saiga 12. Mieści 5 naboi.","Detachable box magazine for Saiga 12 shotgun. Holds up to 5 shells.","Caricatore estraibile per fucile a canna liscia Saiga 12. Contiene fino a 5 munizioni.","Un cargador desmontable para la escopeta Saiga 12. Contiene hasta 5 cartuchos.","Un chargeur amovible pour fusil tactique Saiga 12. Contient jusqu'à 5 cartouches.","可拆卸式盒裝彈匣，適用於 Saiga 12 霰彈槍。最多能裝 5 發霰彈。","ヴァイガの散弾銃のための取り外し可能な箱弾倉。最大 5 発装填できる。","Carregador tipo caixa destacável para espingarda Saiga 12. Armazena até 5 estojos.","Saiga 12霰弹枪的可拆卸盒式弹匣。可容纳最多5发子弹。",
"str_cfgmagazines_mag_saiga_5rnd0","5rd Saiga 12 Mag","5rd Saiga 12 Mag","Zásobník Saiga 12, 5 ran","5-Schuss-Saiga 12-Magazin","Магазин Вайга, 5 пат.","Magazynek Saiga 12, 5-n.","5rd Saiga 12 Mag","Caricatore Saiga 12 5 clp","Cargador Saiga 12, 5 p.","Chargeur 5 cartouches Saiga 12","5 發 Saiga 12 彈匣","5rd ヴァイガマガジン","Carregador 5 mun. Saiga 12","5 发 Saiga 12 弹匣",
"str_cfgmagazines_mag_ruger1022_30rnd1","Detachable box magazine for Ruger 10/22 rifle. Holds up to 30 rounds of .22 LR.","Detachable box magazine for Ruger 10/22 rifle. Holds up to 30 rounds of .22 LR.","Odnímatelný schránkový zásobník na pušku Ruger 10/22. Pojme až 30 nábojů ráže .22 LR.","Abnehmbares Kastenmagazin für das Ruger 10/22-Gewehr. Fasst bis zu 30 Schuss .22 LR-Munition.","Съемный коробчатый магазин для винтовки Ruger 10/22. Вмещает до 30 патронов калибра .22 LR.","Zewnętrzny magazynek pudełkowy do karabinu Ruger 10/22. Mieści 30 naboi .22 LR.","Detachable box magazine for Ruger 10/22 rifle. Holds up to 30 rounds of .22 LR.","Caricatore estraibile per fucile Ruger 10/22. Contiene fino a 30 munizioni calibro .22 LR.","Un cargador desmontable para el fusil Ruger 10/22. Contiene hasta 30 proyectiles de .22 LR.","Un chargeur amovible pour le fusil Sporter 22. Contient jusqu'à 30 balles de calibre .22 LR.","可拆卸式盒裝彈匣，適用 Ruger 10/22 步槍。最多能裝 30 發 .22 LR 子彈。","スポーター 22 ライフルのための取り外し可能な箱弾倉。.22  LR を最大 30 発装填できる。","Carregador tipo caixa destacável para fuzil Ruger 10/22. Armazena até 30 munições calibre .22 LR.","Ruger 10/22 步枪的可拆卸盒式弹匣。可容纳最多 30 发 .22 LR 子弹。",
"str_cfgmagazines_mag_ruger1022_30rnd0","30rd Ruger 10/22 Mag","30rd Ruger 10/22 Mag","Zásobník Ruger 10/22, 30 ran","30-Schuss-Ruger 10/22-Magazin","Магазин Ruger 10/22, 30 пат.","Magazynek Ruger 10/22, 30-n.","30rd Ruger 10/22 Mag","Caricatore Ruger 10/22 30 clp","Cargador Ruger 10/22, 30 p.","Chargeur 30 balles Ruger 10/22","30 發 Ruger 10/22 彈匣","30rd スポーター 22 マガジン","Carregador 30 mun. Ruger 10/22","30 发 Ruger 10/22 弹匣",
"str_cfgmagazines_mag_ruger1022_10rnd1","Detachable box magazine for Ruger 10/22 rifle. Holds up to 10 rounds of .22 LR.","Detachable box magazine for Ruger 10/22 rifle. Holds up to 10 rounds of .22 LR.","Odnímatelný schránkový zásobník na pušku Ruger 10/22. Pojme až 10 nábojů ráže .22 LR.","Abnehmbares Kastenmagazin für das Ruger 10/22-Gewehr. Fasst bis zu 10 Schuss .22 LR-Munition.","Съемный коробчатый магазин для винтовки Ruger 10/22. Вмещает до 10 патронов калибра .22 LR.","Zewnętrzny magazynek pudełkowy do karabinu Ruger 10/22. Mieści 10 naboi .22 LR.","Detachable box magazine for Ruger 10/22 rifle. Holds up to 10 rounds of .22 LR.","Caricatore estraibile per fucile Ruger 10/22. Contiene fino a 10 munizioni calibro .22 LR.","Un cargador desmontable para el fusil Ruger 10/22. Contiene hasta 10 proyectiles de .22 LR.","Un chargeur amovible pour le fusil Sporter 22. Contient jusqu'à 10 balles de calibre .22 LR.","可拆卸式盒裝彈匣，適用 Ruger 10/22 步槍。最多能裝 10 發 .22 LR 子彈。","スポーター 22 ライフルのための取り外し可能な箱弾倉。.22 LR を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzil Ruger 10/22. Armazena até 10 munições calibre .22 LR.","Ruger 10/22 步枪的可拆卸盒式弹匣。可容纳最多 10 发 .22 LR 子弹。",
"str_cfgmagazines_mag_ruger1022_10rnd0","10rd Ruger 10/22 Mag","10rd Ruger 10/22 Mag","Zásobník Ruger 10/22, 10 ran","10-Schuss-Ruger 10/22-Magazin","Магазин Ruger 10/22, 10 пат.","Magazynek Ruger 10/22, 10-n.","10rd Ruger 10/22 Mag","Caricatore Ruger 10/22 10 clp","Cargador Ruger 10/22, 10 p.","Chargeur 10 balles Ruger 10/22","10 發 Ruger 10/22 彈匣","10rd スポーター 22 マガジン","Carregador 10 mun. Ruger 10/22","10 发 Ruger 10/22 弹匣",
"str_cfgmagazines_mag_pm73_25rnd1","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.",
"str_cfgmagazines_mag_pm73_25rnd0","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag","$UNT$25rnd PM73 mag",
"str_cfgmagazines_mag_pm73_15rnd1","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.","$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.",
"str_cfgmagazines_mag_pm73_15rnd0","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag","$UNT$15rnd PM73 mag",
